symbol	hgnc_id	entrez_id	ensembl_gene_id	gene_name	uniprot_ids	protein_name_uniprot	alias_symbols	disease	category	label	evidence	note	source
IL23A	HGNC:15488	51561	ENSG00000110944	interleukin 23 subunit alpha	Q9NPF7		SGRF|IL23P19|IL-23|IL-23A|P19	rheumatoid arthritis	candidate	0	clinical_trial	IL-23 p19; not approved for RA	curated (Claude knowledge; unverified)
MMP3	HGNC:7173	4314	ENSG00000149968	matrix metallopeptidase 3	P08254		STMY1|STMY	rheumatoid arthritis	candidate	0	biology	stromelysin; RA biomarker	curated (Claude knowledge; unverified)
CDK6	HGNC:1777	1021	ENSG00000105810	cyclin dependent kinase 6	Q00534		PLSTIRE	rheumatoid arthritis	candidate	0	GWAS	cell cycle	curated (Claude knowledge; unverified)
SPRED2	HGNC:17722	200734	ENSG00000198369	sprouty related EVH1 domain containing 2	Q7Z698		Spred-2|FLJ21897|FLJ31917	rheumatoid arthritis	candidate	0	GWAS	MAPK regulator	curated (Claude knowledge; unverified)
IL12B	HGNC:5970	3593	ENSG00000113302	interleukin 12B	P29460		CLMF|IL-12B|NKSF|CLMF2|NKSF2	rheumatoid arthritis	candidate	0	clinical_trial	IL-12/23 p40; ustekinumab phase 2 in RA	curated (Claude knowledge; unverified)
CD2	HGNC:1639	914	ENSG00000116824	CD2 molecule	P06729		SRBC	rheumatoid arthritis	candidate	0	GWAS	CD2-CD58 locus	curated (Claude knowledge; unverified)
TNFRSF9	HGNC:11924	3604	ENSG00000049249	TNF receptor superfamily member 9	Q07011		CD137|4-1BB|ILA	rheumatoid arthritis	candidate	0	GWAS	4-1BB	curated (Claude knowledge; unverified)
TNFSF11	HGNC:11926	8600	ENSG00000120659	TNF superfamily member 11	O14788		TRANCE|RANKL|OPGL|ODF|CD254	rheumatoid arthritis	known	1	approved_drug	denosumab — approved in Japan for inhibition of bone-erosion progression in RA	curated (Claude knowledge, 2026-05; unverified)
TNFRSF1A	HGNC:11916	7132	ENSG00000067182	TNF receptor superfamily member 1A	P19438		TNF-R|TNFAR|TNFR60|TNF-R-I|CD120a|TNF-R55|TNFR1	rheumatoid arthritis	candidate	0	biology	TNF receptor 1	curated (Claude knowledge; unverified)
IL6	HGNC:6018	3569	ENSG00000136244	interleukin 6	P05231		IL-6|BSF2|HGF|HSF|IFNB2	rheumatoid arthritis	known	1	approved_drug	olokizumab — approved for RA in Russia only	curated (Claude knowledge, 2026-05; unverified)
IL17A	HGNC:5981	3605	ENSG00000112115	interleukin 17A	Q16552		IL-17A|IL-17|CTLA8|IL17	rheumatoid arthritis	candidate	0	clinical_trial	secukinumab/ixekizumab not approved for RA	curated (Claude knowledge; unverified)
PTPRC	HGNC:9666	5788	ENSG00000081237	protein tyrosine phosphatase receptor type C	P08575		LCA|T200|GP180|LY5|B220|CD45R|CD45	rheumatoid arthritis	candidate	0	GWAS	CD45	curated (Claude knowledge; unverified)
REL	HGNC:9954	5966	ENSG00000162924	REL proto-oncogene, NF-kB subunit	Q04864		I-Rel|c-Rel|HIVEN86A	rheumatoid arthritis	candidate	0	GWAS	NF-kB subunit	curated (Claude knowledge; unverified)
CD80	HGNC:1700	941	ENSG00000121594	CD80 molecule	P33681		B7.1|B7-1|CD28LG|CD28LG1	rheumatoid arthritis	known	1	approved_drug	abatacept — approved for RA (CTLA4-Ig binds CD80/CD86)	curated (Claude knowledge, 2026-05; unverified)
PTPN22	HGNC:9652	26191	ENSG00000134242	protein tyrosine phosphatase non-receptor type 22	Q9Y2R2		Lyp|Lyp1|Lyp2|PTPN8	rheumatoid arthritis	candidate	0	GWAS	R620W missense; T-cell signalling	curated (Claude knowledge; unverified)
FCGR2A	HGNC:3616	2212	ENSG00000143226	Fc gamma receptor IIa	P12318		CD32|CD32A|IGFR2|CDw32|Fc-gamma-RIIa|FcgammaRIIa|FCG2|FCGR2A1|FCGR2	rheumatoid arthritis	candidate	0	GWAS	Fc gamma receptor	curated (Claude knowledge; unverified)
IL17RA	HGNC:5985	23765	ENSG00000177663	interleukin 17 receptor A	Q96F46		hIL-17R|IL-17RA|CDw217|CD217|IL17R	rheumatoid arthritis	candidate	0	biology	IL-17 receptor A (brodalumab not for RA)	curated (Claude knowledge; unverified)
PRKCQ	HGNC:9410	5588	ENSG00000065675	protein kinase C theta	Q04759			rheumatoid arthritis	candidate	0	GWAS	T-cell PKC-theta	curated (Claude knowledge; unverified)
ICOSLG	HGNC:17087	23308	ENSG00000160223	inducible T cell costimulator ligand	O75144		KIAA0653|GL50|B7-H2|B7RP-1|B7H2|B7RP1|ICOS-L|CD275|B7h|ICOSL	rheumatoid arthritis	candidate	0	biology	co-stimulation	curated (Claude knowledge; unverified)
TLR4	HGNC:11850	7099	ENSG00000136869	toll like receptor 4	O00206		hToll|CD284|TLR-4|ARMD10	rheumatoid arthritis	candidate	0	biology	innate immune receptor	curated (Claude knowledge; unverified)
IL10	HGNC:5962	3586	ENSG00000136634	interleukin 10	P22301		CSIF|TGIF|IL10A|IL-10	rheumatoid arthritis	candidate	0	GWAS	anti-inflammatory cytokine (opposite direction for inhibition)	curated (Claude knowledge; unverified)
IKZF3	HGNC:13178	22806	ENSG00000161405	IKAROS family zinc finger 3	Q9UKT9		Aiolos|ZNFN1A3	rheumatoid arthritis	candidate	0	GWAS	Aiolos	curated (Claude knowledge; unverified)
JAK1	HGNC:6190	3716	ENSG00000162434	Janus kinase 1	P23458		JAK1A|JTK3|JAK1B	rheumatoid arthritis	known	1	approved_drug	upadacitinib; filgotinib; baricitinib; tofacitinib; peficitinib — approved for RA (JAK inhibitors; some also JAK2/JAK3)	curated (Claude knowledge, 2026-05; unverified)
GGTLC3	HGNC:33426	728226	ENSG00000274252	gamma-glutamyltransferase light chain family member 3	B5MD39			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ETS1	HGNC:3488	2113	ENSG00000134954	ETS proto-oncogene 1, transcription factor	P14921		FLJ10768|ETS-1|EWSR2	rheumatoid arthritis	candidate	0	GWAS	transcription factor	curated (Claude knowledge; unverified)
NFKB1	HGNC:7794	4790	ENSG00000109320	nuclear factor kappa B subunit 1	P19838		KBF1|p105|NFKB-p50|p50|NF-kappaB|NFkappaB|NF-kB1	rheumatoid arthritis	candidate	0	biology	NF-kB p50	curated (Claude knowledge; unverified)
CD58	HGNC:1688	965	ENSG00000116815	CD58 molecule	P19256		LFA3	rheumatoid arthritis	candidate	0	GWAS	CD2-CD58 locus	curated (Claude knowledge; unverified)
TYK2	HGNC:12440	7297	ENSG00000105397	tyrosine kinase 2	P29597		JTK1	rheumatoid arthritis	candidate	0	GWAS; clinical_trial	protective P1104A variant; TYK2 inhibitors in trials	curated (Claude knowledge; unverified)
FCRL3	HGNC:18506	115352	ENSG00000160856	Fc receptor like 3	Q96P31		FCRH3|IRTA3|IFGP3|SPAP2a|SPAP2|SPAP2b|SPAP2c|SPAP2d|SPAP2e|CD307c|MAIA	rheumatoid arthritis	candidate	0	GWAS	Fc receptor-like; East Asian	curated (Claude knowledge; unverified)
EXOSC5	HGNC:24662	56915	ENSG00000077348	exosome component 5	Q9NQT4		hRrp46p|Rrp46p|RRP46|RRP41B|MGC12901|p12B	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
DHFR	HGNC:2861	1719	ENSG00000228716	dihydrofolate reductase	P00374		DHFR1	rheumatoid arthritis	known	1	approved_drug	methotrexate — conventional DMARD; enzyme target	curated (Claude knowledge, 2026-05; unverified)
IL6R	HGNC:6019	3570	ENSG00000160712	interleukin 6 receptor	P08887		CD126|IL-6R|IL-1Ra|IL6RA|gp80	rheumatoid arthritis	known	1	approved_drug	tocilizumab; sarilumab — approved for RA	curated (Claude knowledge, 2026-05; unverified)
IL1B	HGNC:5992	3553	ENSG00000125538	interleukin 1 beta	P01584		IL1F2|IL-1B|IL1-BETA	rheumatoid arthritis	candidate	0	biology	IL-1 beta; canakinumab not approved for RA	curated (Claude knowledge; unverified)
RBPJ	HGNC:5724	3516	ENSG00000168214	recombination signal binding protein for immunoglobulin kappa J region	Q06330		SUH|IGKJRB|RBPJK|KBF2|RBP-J|CBF1|IGKJRB1|RBPSUH	rheumatoid arthritis	candidate	0	GWAS	Notch signalling	curated (Claude knowledge; unverified)
STAT4	HGNC:11365	6775	ENSG00000138378	signal transducer and activator of transcription 4	Q14765			rheumatoid arthritis	candidate	0	GWAS	cytokine signalling	curated (Claude knowledge; unverified)
CTLA4	HGNC:2505	1493	ENSG00000163599	cytotoxic T-lymphocyte associated protein 4	P16410		CD152|CD|GSE|CTLA-4|CELIAC3|IDDM12	rheumatoid arthritis	candidate	0	GWAS	T-cell co-stimulation; abatacept is CTLA4-Ig	curated (Claude knowledge; unverified)
CD247	HGNC:1677	919	ENSG00000198821	CD247 molecule	P20963		CD3H|CD3Q|TCRZ|CD3-ZETA|CD3ZETA|CD3Z	rheumatoid arthritis	candidate	0	GWAS	CD3 zeta	curated (Claude knowledge; unverified)
ATG4C	HGNC:16040	84938	ENSG00000125703	autophagy related 4C cysteine peptidase	Q96DT6		FLJ14867|AUTL3|AUTL1|APG4C	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
HLA-DRB1	HGNC:4948	3123	ENSG00000196126	major histocompatibility complex, class II, DR beta 1	P01911		HLA-DR1B	rheumatoid arthritis	candidate	0	GWAS	shared-epitope alleles; strongest RA locus	curated (Claude knowledge; unverified)
CTSK	HGNC:2536	1513	ENSG00000143387	cathepsin K	P43235		PKND|CTSO2|CTSO|PYCD	rheumatoid arthritis	candidate	0	biology	cathepsin K; osteoclast bone resorption	curated (Claude knowledge; unverified)
BLK	HGNC:1057	640	ENSG00000136573	BLK proto-oncogene, Src family tyrosine kinase	P51451		MGC10442	rheumatoid arthritis	candidate	0	GWAS	B-cell kinase	curated (Claude knowledge; unverified)
MAPK14	HGNC:6876	1432	ENSG00000112062	mitogen-activated protein kinase 14	Q16539		p38alpha|PRKM14|p38|Mxi2|PRKM15|CSPB1|CSBP1|CSBP2	rheumatoid arthritis	candidate	0	clinical_trial	p38 inhibitors failed in RA	curated (Claude knowledge; unverified)
MMP1	HGNC:7155	4312	ENSG00000196611	matrix metallopeptidase 1	P03956		CLG	rheumatoid arthritis	candidate	0	biology	collagenase; joint destruction	curated (Claude knowledge; unverified)
CDC20B	HGNC:24222	166979	ENSG00000164287	cell division cycle 20B	Q86Y33		FLJ37927	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PTGS2	HGNC:9605	5743	ENSG00000073756	prostaglandin-endoperoxide synthase 2	P35354		COX2	rheumatoid arthritis	known	1	approved_drug	celecoxib; etoricoxib; NSAIDs — symptomatic treatment of RA	curated (Claude knowledge, 2026-05; unverified)
PCDH11Y	HGNC:15813	83259	ENSG00000099715	protocadherin 11 Y-linked	Q9BZA8		PCDHY|PCDH22	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TAGAP	HGNC:15669	117289	ENSG00000164691	T cell activation RhoGTPase activating protein	Q8N103		FLJ32631|IDDM21|ARHGAP47	rheumatoid arthritis	candidate	0	GWAS	T-cell activation GTPase	curated (Claude knowledge; unverified)
RUNX1	HGNC:10471	861	ENSG00000159216	RUNX family transcription factor 1	Q01196		PEBP2A2|AMLCR1|AML1|CBFA2	rheumatoid arthritis	candidate	0	GWAS	haematopoietic transcription factor	curated (Claude knowledge; unverified)
DHODH	HGNC:2867	1723	ENSG00000102967	dihydroorotate dehydrogenase (quinone)	Q02127			rheumatoid arthritis	known	1	approved_drug	leflunomide — conventional DMARD; enzyme target	curated (Claude knowledge, 2026-05; unverified)
ANKRD55	HGNC:25681	79722	ENSG00000164512	ankyrin repeat domain 55	Q3KP44		FLJ11795	rheumatoid arthritis	candidate	0	GWAS	ANKRD55-IL6ST locus	curated (Claude knowledge; unverified)
AFF3	HGNC:6473	3899	ENSG00000144218	ALF transcription elongation factor 3	P51826		MLLT2-like|LAF4	rheumatoid arthritis	candidate	0	GWAS	lymphoid transcription factor	curated (Claude knowledge; unverified)
IL6ST	HGNC:6021	3572	ENSG00000134352	interleukin 6 cytokine family signal transducer	P40189		GP130|CD130|sGP130|IL-6RB	rheumatoid arthritis	candidate	0	GWAS	gp130; IL-6 signalling	curated (Claude knowledge; unverified)
CD28	HGNC:1653	940	ENSG00000178562	CD28 molecule	P10747			rheumatoid arthritis	candidate	0	GWAS	T-cell co-stimulation	curated (Claude knowledge; unverified)
GATA3	HGNC:4172	2625	ENSG00000107485	GATA binding protein 3	P23771		HDR	rheumatoid arthritis	candidate	0	GWAS	T-cell transcription factor	curated (Claude knowledge; unverified)
CCR6	HGNC:1607	1235	ENSG00000112486	C-C motif chemokine receptor 6	P51684		CKR-L3|GPR-CY4|CMKBR6|GPR29|DRY-6|DCR2|BN-1|CD196|STRL22	rheumatoid arthritis	candidate	0	GWAS	Th17 chemokine receptor	curated (Claude knowledge; unverified)
TNFSF13B	HGNC:11929	10673	ENSG00000102524	TNF superfamily member 13b	Q9Y275		BAFF|THANK|BLYS|TALL-1|TALL1|CD257|TNFSF20	rheumatoid arthritis	candidate	0	clinical_trial	BAFF; belimumab phase 2 in RA (approved for SLE)	curated (Claude knowledge; unverified)
NUDT1	HGNC:8048	4521	ENSG00000106268	nudix hydrolase 1	P36639		MTH1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
GLIPR1	HGNC:17001	11010	ENSG00000139278	GLI pathogenesis related 1	P48060		RTVP1|GliPR	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CD40LG	HGNC:11935	959	ENSG00000102245	CD40 ligand	P29965		CD40L|TRAP|gp39|hCD40L|CD154|CD40-L|HIGM1|T-BAM|HIGM1|IMD3|TNFSF5	rheumatoid arthritis	candidate	0	clinical_trial	CD40L blockade in trials for autoimmunity	curated (Claude knowledge; unverified)
C5	HGNC:1331	727	ENSG00000106804	complement C5	P01031		CPAMD4|C5a|C5b	rheumatoid arthritis	candidate	0	GWAS	TRAF1-C5 locus; complement	curated (Claude knowledge; unverified)
IL2RA	HGNC:6008	3559	ENSG00000134460	interleukin 2 receptor subunit alpha	P01589		CD25|IL2R|IDDM10	rheumatoid arthritis	candidate	0	GWAS	Treg / T-cell	curated (Claude knowledge; unverified)
SYK	HGNC:11491	6850	ENSG00000165025	spleen associated tyrosine kinase	P43405			rheumatoid arthritis	candidate	0	clinical_trial	fostamatinib phase 3 in RA (not approved)	curated (Claude knowledge; unverified)
MELK	HGNC:16870	9833	ENSG00000165304	maternal embryonic leucine zipper kinase	Q14680		KIAA0175	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CD86	HGNC:1705	942	ENSG00000114013	CD86 molecule	P42081		B7.2|B7-2|CD28LG2	rheumatoid arthritis	known	1	approved_drug	abatacept — approved for RA (CTLA4-Ig binds CD80/CD86)	curated (Claude knowledge, 2026-05; unverified)
ARID5B	HGNC:17362	84159	ENSG00000150347	AT-rich interaction domain 5B	Q14865		FLJ21150|MRF2	rheumatoid arthritis	candidate	0	GWAS	transcription regulator	curated (Claude knowledge; unverified)
CSF2RA	HGNC:2435	1438	ENSG00000198223	colony stimulating factor 2 receptor subunit alpha	P15509		CD116|alphaGMR|CSF2R	rheumatoid arthritis	candidate	0	clinical_trial	GM-CSF receptor alpha; mavrilimumab phase 2	curated (Claude knowledge; unverified)
PIK3CD	HGNC:8977	5293	ENSG00000171608	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	O00329		p110D	rheumatoid arthritis	candidate	0	biology	PI3K delta; B/T-cell signalling	curated (Claude knowledge; unverified)
MS4A1	HGNC:7315	931	ENSG00000156738	membrane spanning 4-domains A1	P11836		B1|Bp35|FMC7|CD20	rheumatoid arthritis	known	1	approved_drug	rituximab — approved for RA (after anti-TNF failure)	curated (Claude knowledge, 2026-05; unverified)
JAK2	HGNC:6192	3717	ENSG00000096968	Janus kinase 2	O60674		JTK10	rheumatoid arthritis	known	1	approved_drug	baricitinib — approved for RA (JAK1/JAK2 inhibitor)	curated (Claude knowledge, 2026-05; unverified)
CXCR5	HGNC:1060	643	ENSG00000160683	C-X-C motif chemokine receptor 5	P32302		MDR15|CD185|BLR1	rheumatoid arthritis	candidate	0	biology	Tfh / B-cell homing	curated (Claude knowledge; unverified)
CSF2RB	HGNC:2436	1439	ENSG00000100368	colony stimulating factor 2 receptor subunit beta	P32927		IL5RB|CD131|betaGMR|IL3RB	rheumatoid arthritis	candidate	0	biology	GM-CSF receptor beta	curated (Claude knowledge; unverified)
IL15	HGNC:5977	3600	ENSG00000164136	interleukin 15	P40933		IL-15|MGC9721	rheumatoid arthritis	candidate	0	clinical_trial	IL-15 antibody phase 2	curated (Claude knowledge; unverified)
IL1R1	HGNC:5993	3554	ENSG00000115594	interleukin 1 receptor type 1	P14778		D2S1473|CD121A|IL1R|IL1RA	rheumatoid arthritis	known	1	approved_drug	anakinra — approved for RA (IL-1 receptor antagonist)	curated (Claude knowledge, 2026-05; unverified)
CXCL13	HGNC:10639	10563	ENSG00000156234	C-X-C motif chemokine ligand 13	O43927		BLC|BCA-1|BLR1L|ANGIE|ANGIE2|SCYB13	rheumatoid arthritis	candidate	0	biology	B-cell follicle chemokine in synovium	curated (Claude knowledge; unverified)
TNF	HGNC:11892	7124	ENSG00000232810	tumor necrosis factor	P01375		TNFSF2|DIF|TNF-alpha|TNFA	rheumatoid arthritis	known	1	approved_drug	adalimumab; infliximab; etanercept; golimumab; certolizumab pegol — approved for RA (FDA/EMA/PMDA)	curated (Claude knowledge, 2026-05; unverified)
CCR5	HGNC:1606	1234	ENSG00000160791	C-C motif chemokine receptor 5	P51681		CKR-5|CC-CKR-5|CKR5|CD195|IDDM22|CMKBR5	rheumatoid arthritis	candidate	0	clinical_trial	maraviroc failed in RA	curated (Claude knowledge; unverified)
NR3C1	HGNC:7978	2908	ENSG00000113580	nuclear receptor subfamily 3 group C member 1	P04150		GR|GRL	rheumatoid arthritis	known	1	approved_drug	prednisolone; methylprednisolone — glucocorticoids used in RA	curated (Claude knowledge, 2026-05; unverified)
IL21	HGNC:6005	59067	ENSG00000138684	interleukin 21	Q9HBE4		Za11|IL-21	rheumatoid arthritis	candidate	0	GWAS	Tfh cytokine	curated (Claude knowledge; unverified)
OR8U8	HGNC:27538	504189	ENSG00000262315	olfactory receptor family 8 subfamily U member 8	P0C7N1			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
KCNE4	HGNC:6244	23704	ENSG00000152049	potassium voltage-gated channel subfamily E regulatory subunit 4	Q8WWG9		MiRP3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
POLGARF	HGNC:56246	125316803	ENSG00000291307	POLG alternative reading frame	A0A3B3IS91		ORF-Y	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
